instance,set,dist_mode,mu,lambda,alpha1,alpha2,seed_rule,tiebreak,vehicles,schedule_time,distance,waiting_time,service_time,cpu_ms,feasible
RC203,RC2,trunc,1,2,1,0,far,0,4,3052.8000,1528.8000,524.0000,1000.0000,0,1
RC203,RC2,trunc,1,2,1,0,deadline,0,4,3177.0000,1653.4000,523.6000,1000.0000,0,1
RC203,RC2,trunc,1,1,0,1,far,0,4,3030.3000,1749.7000,280.6000,1000.0000,0,1
RC203,RC2,trunc,1,1,0,1,deadline,0,4,3149.7000,1760.7000,389.0000,1000.0000,0,1
RC203,RC2,trunc,1,2,0,1,far,0,4,3187.4000,1662.3000,525.1000,1000.0000,0,1
RC203,RC2,trunc,1,2,0,1,deadline,0,4,3183.1000,1822.2000,360.9000,1000.0000,0,1
RC203,RC2,double,1,1,1,0,far,0,4,3233.2649,1630.3010,602.9638,1000.0000,0,1
RC203,RC2,double,1,1,1,0,deadline,0,4,3264.1700,1634.6502,629.5198,1000.0000,0,1
RC203,RC2,double,1,2,1,0,far,0,4,3054.1498,1534.8921,519.2577,1000.0000,0,1
RC203,RC2,double,1,2,1,0,deadline,0,4,2932.5578,1658.0989,274.4589,1000.0000,0,1
RC203,RC2,double,1,1,0,1,far,0,4,3139.7679,1820.5570,319.2109,1000.0000,0,1
RC203,RC2,double,1,1,0,1,deadline,0,4,3298.9450,2001.6686,297.2764,1000.0000,0,1
RC203,RC2,double,1,2,0,1,far,0,4,3102.8736,1726.8801,375.9935,1000.0000,0,1
RC203,RC2,double,1,2,0,1,deadline,0,4,3047.5106,1826.8955,220.6151,1000.0000,0,1
RC204,RC2,trunc,1,1,1,0,far,0,4,2743.1000,1284.7000,458.4000,1000.0000,0,1
RC204,RC2,trunc,1,1,1,0,deadline,0,3,2752.4000,1288.3000,464.1000,1000.0000,0,1
RC204,RC2,trunc,1,2,1,0,far,0,4,2827.5000,1254.4000,573.1000,1000.0000,0,1
RC204,RC2,trunc,1,2,1,0,deadline,0,3,2748.4000,1301.3000,447.1000,1000.0000,0,1
RC204,RC2,trunc,1,1,0,1,far,0,4,2994.0000,1450.4000,543.6000,1000.0000,0,1
RC204,RC2,trunc,1,1,0,1,deadline,0,3,2801.0000,1341.7000,459.3000,1000.0000,0,1
RC204,RC2,trunc,1,2,0,1,far,0,3,2286.4000,1174.3000,112.1000,1000.0000,0,1
RC204,RC2,trunc,1,2,0,1,deadline,0,4,2932.1000,1476.7000,455.4000,1000.0000,0,1
RC204,RC2,double,1,1,1,0,far,0,4,2744.6333,1287.7323,456.9010,1000.0000,0,1
RC204,RC2,double,1,1,1,0,deadline,0,3,2749.7259,1287.7224,462.0035,1000.0000,0,1
RC204,RC2,double,1,2,1,0,far,0,4,2828.9077,1257.5262,571.3815,1000.0000,0,1
RC204,RC2,double,1,2,1,0,deadline,0,3,2399.7813,1369.9101,29.8712,1000.0000,0,1
RC204,RC2,double,1,1,0,1,far,0,3,2739.0692,1389.8252,349.2440,1000.0000,0,1
RC204,RC2,double,1,1,0,1,deadline,0,3,2709.5979,1346.1067,363.4912,1000.0000,0,1
RC204,RC2,double,1,2,0,1,far,0,4,2926.4825,1553.6360,372.8465,1000.0000,0,1
RC204,RC2,double,1,2,0,1,deadline,0,4,2855.9538,1356.7318,499.2220,1000.0000,0,1
RC205,RC2,trunc,1,1,1,0,far,0,5,3658.9000,1904.3000,754.6000,1000.0000,0,1
RC205,RC2,trunc,1,1,1,0,deadline,0,5,3987.2000,2226.8000,760.4000,1000.0000,0,1
RC205,RC2,trunc,1,2,1,0,far,0,5,3863.9000,2179.4000,684.5000,1000.0000,0,1
RC205,RC2,trunc,1,2,1,0,deadline,0,5,3860.4000,1912.5000,947.9000,1000.0000,0,1
RC205,RC2,trunc,1,1,0,1,far,0,5,4004.7000,2372.5000,632.2000,1000.0000,0,1
RC205,RC2,trunc,1,1,0,1,deadline,0,5,3692.2000,2156.5000,535.7000,1000.0000,0,1
RC205,RC2,trunc,1,2,0,1,far,0,5,3825.3000,2474.7000,350.6000,1000.0000,0,1
RC205,RC2,trunc,1,2,0,1,deadline,0,5,3582.5000,2093.8000,488.7000,1000.0000,0,1
RC205,RC2,double,1,1,1,0,far,0,5,3660.5738,1908.7861,751.7877,1000.0000,0,1
RC205,RC2,double,1,1,1,0,deadline,0,5,3985.7318,2220.6351,765.0967,1000.0000,0,1
RC205,RC2,double,1,2,1,0,far,0,5,3931.3170,2147.2513,784.0658,1000.0000,0,1
RC205,RC2,double,1,2,1,0,deadline,0,5,3861.7177,1919.8395,941.8781,1000.0000,0,1
RC205,RC2,double,1,1,0,1,far,0,5,4004.9014,2429.7891,575.1123,1000.0000,0,1
RC205,RC2,double,1,1,0,1,deadline,0,5,3710.7114,2178.9393,531.7721,1000.0000,0,1
RC205,RC2,double,1,2,0,1,far,0,6,4286.8607,2509.9997,776.8610,1000.0000,0,1
RC205,RC2,double,1,2,0,1,deadline,0,5,3585.5950,2097.8470,487.7480,1000.0000,0,1
RC206,RC2,trunc,1,1,1,0,far,0,4,3297.2000,1943.7000,353.5000,1000.0000,0,1
RC206,RC2,trunc,1,1,1,0,deadline,0,4,3272.7000,1950.2000,322.5000,1000.0000,0,1
RC206,RC2,trunc,1,2,1,0,far,0,4,3075.0000,1743.1000,331.9000,1000.0000,0,1
RC206,RC2,trunc,1,2,1,0,deadline,0,4,3043.4000,1744.7000,298.7000,1000.0000,0,1
RC206,RC2,trunc,1,1,0,1,far,0,5,3323.3000,2212.7000,110.6000,1000.0000,0,1
RC206,RC2,trunc,1,1,0,1,deadline,0,4,3130.1000,1999.3000,130.8000,1000.0000,0,1
RC206,RC2,trunc,1,2,0,1,far,0,4,3061.0000,2025.8000,35.2000,1000.0000,0,1
RC206,RC2,trunc,1,2,0,1,deadline,0,4,2837.7000,1643.1000,194.6000,1000.0000,0,1
RC206,RC2,double,1,1,1,0,far,0,4,3298.8707,1947.5416,351.3291,1000.0000,0,1
RC206,RC2,double,1,1,1,0,deadline,0,5,3604.0738,1989.2989,614.7749,1000.0000,0,1
RC206,RC2,double,1,2,1,0,far,0,4,3076.4135,1746.8438,329.5697,1000.0000,0,1
RC206,RC2,double,1,2,1,0,deadline,0,4,2958.4813,1656.5212,301.9601,1000.0000,0,1
RC206,RC2,double,1,1,0,1,far,0,5,3324.6520,2215.9489,108.7031,1000.0000,0,1
RC206,RC2,double,1,1,0,1,deadline,0,4,3046.6226,1917.5170,129.1055,1000.0000,0,1
RC206,RC2,double,1,2,0,1,far,0,5,3337.2683,2137.6875,199.5808,1000.0000,0,1
RC206,RC2,double,1,2,0,1,deadline,0,4,2747.1993,1652.6389,94.5604,1000.0000,0,1
RC207,RC2,trunc,1,1,1,0,far,0,4,3176.7000,1718.6000,458.1000,1000.0000,0,1
RC207,RC2,trunc,1,1,1,0,deadline,0,4,3309.8000,1784.1000,525.7000,1000.0000,0,1
RC207,RC2,trunc,1,2,1,0,far,0,4,3070.5000,1565.7000,504.8000,1000.0000,0,1
RC207,RC2,trunc,1,2,1,0,deadline,0,4,3003.6000,1631.6000,372.0000,1000.0000,0,1
RC207,RC2,trunc,1,1,0,1,far,0,5,3632.6000,2267.5000,365.1000,1000.0000,0,1
RC207,RC2,trunc,1,1,0,1,deadline,0,4,3193.3000,1959.3000,234.0000,1000.0000,0,1
RC207,RC2,trunc,1,2,0,1,far,0,5,3481.1000,2269.4000,211.7000,1000.0000,0,1
RC207,RC2,trunc,1,2,0,1,deadline,0,4,3006.7000,1654.5000,352.2000,1000.0000,0,1
RC207,RC2,double,1,1,1,0,far,0,5,3526.2140,1689.9529,836.2612,1000.0000,0,1
RC207,RC2,double,1,1,1,0,deadline,0,4,3311.0277,1787.6161,523.4116,1000.0000,0,1
RC207,RC2,double,1,2,1,0,far,0,4,3064.1415,1569.2644,494.8771,1000.0000,0,1
RC207,RC2,double,1,2,1,0,deadline,0,4,3005.7677,1635.0792,370.6885,1000.0000,0,1
RC207,RC2,double,1,1,0,1,far,0,5,3636.0802,2271.5181,364.5621,1000.0000,0,1
RC207,RC2,double,1,1,0,1,deadline,0,4,3036.6996,1717.8620,318.8376,1000.0000,0,1
RC207,RC2,double,1,2,0,1,far,0,5,3483.5970,2285.3465,198.2505,1000.0000,0,1
RC207,RC2,double,1,2,0,1,deadline,0,4,3050.9100,1739.4656,311.4444,1000.0000,0,1
RC208,RC2,trunc,1,1,1,0,far,0,3,2460.8000,1235.7000,225.1000,1000.0000,0,1
RC208,RC2,trunc,1,1,1,0,deadline,0,3,2627.3000,1576.4000,50.9000,1000.0000,0,1
RC208,RC2,trunc,1,2,1,0,far,0,3,2338.7000,1155.9000,182.8000,1000.0000,0,1
RC208,RC2,trunc,1,2,1,0,deadline,0,3,2633.3000,1379.3000,254.0000,1000.0000,0,1
RC208,RC2,trunc,1,1,0,1,far,0,4,2579.1000,1577.2000,1.9000,1000.0000,0,1
RC208,RC2,trunc,1,1,0,1,deadline,0,3,2502.1000,1479.6000,22.5000,1000.0000,0,1
RC208,RC2,trunc,1,2,0,1,far,0,4,2610.8000,1563.6000,47.2000,1000.0000,0,1
RC208,RC2,trunc,1,2,0,1,deadline,0,3,2478.5000,1448.3000,30.2000,1000.0000,0,1
RC208,RC2,double,1,1,1,0,far,0,3,2506.0377,1244.4714,261.5663,1000.0000,0,1
RC208,RC2,double,1,1,1,0,deadline,0,4,2757.7242,1460.4846,297.2396,1000.0000,0,1
RC208,RC2,double,1,2,1,0,far,0,3,2340.9696,1158.8627,182.1069,1000.0000,0,1
RC208,RC2,double,1,2,1,0,deadline,0,3,2637.0674,1383.5514,253.5161,1000.0000,0,1
RC208,RC2,double,1,1,0,1,far,0,3,2516.2102,1514.6965,1.5137,1000.0000,0,1
RC208,RC2,double,1,1,0,1,deadline,0,3,2525.6359,1509.2835,16.3524,1000.0000,0,1
RC208,RC2,double,1,2,0,1,far,0,4,2690.0650,1618.3895,71.6755,1000.0000,0,1
RC208,RC2,double,1,2,0,1,deadline,0,3,2532.9970,1525.7417,7.2553,1000.0000,0,1
